split,label,filename,ext,path,width,height,mode,new_split,dest_filename,dest_path
train,cancer,Lung MRI (211).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (211).png,400,308,RGBA,train,train__Lung MRI (211).png,..\dataset_split\train\cancer\train__Lung MRI (211).png
train,no_cancer,LUNG MRI-NC (1171).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1171).png,512,512,RGBA,train,train__LUNG MRI-NC (1171).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1171).png
train,no_cancer,LUNG MRI-NC (678).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (678).png,512,512,RGBA,train,train__LUNG MRI-NC (678).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (678).png
train,no_cancer,LUNG MRI-NC (65).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (65).png,512,512,RGBA,train,train__LUNG MRI-NC (65).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (65).png
train,no_cancer,LUNG MRI-NC (994).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (994).png,512,512,RGBA,train,train__LUNG MRI-NC (994).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (994).png
validate,no_cancer,LUNG MRI NC (126).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (126).png,393,270,RGBA,train,validate__LUNG MRI NC (126).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (126).png
validate,no_cancer,LUNG MRI NC (435).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (435).png,512,512,RGBA,train,validate__LUNG MRI NC (435).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (435).png
train,cancer,Lung MRI (120).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (120).png,374,244,RGBA,train,train__Lung MRI (120).png,..\dataset_split\train\cancer\train__Lung MRI (120).png
train,cancer,Lung MRI (29).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (29).png,386,232,RGBA,train,train__Lung MRI (29).png,..\dataset_split\train\cancer\train__Lung MRI (29).png
validate,no_cancer,LUNG MRI NC (145).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (145).png,512,512,RGB,train,validate__LUNG MRI NC (145).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (145).png
train,no_cancer,LUNG MRI-NC (392).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (392).png,512,512,RGBA,train,train__LUNG MRI-NC (392).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (392).png
validate,cancer,Lung MRI (1121).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1121).png,345,255,RGBA,train,validate__Lung MRI (1121).png,..\dataset_split\train\cancer\validate__Lung MRI (1121).png
train,cancer,Lung MRI (141).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (141).png,432,294,RGBA,train,train__Lung MRI (141).png,..\dataset_split\train\cancer\train__Lung MRI (141).png
validate,no_cancer,LUNG MRI NC (187).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (187).png,512,512,RGBA,train,validate__LUNG MRI NC (187).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (187).png
validate,no_cancer,LUNG MRI NC (248).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (248).png,512,512,RGBA,train,validate__LUNG MRI NC (248).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (248).png
validate,no_cancer,LUNG MRI NC (358).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (358).png,512,512,RGBA,train,validate__LUNG MRI NC (358).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (358).png
validate,cancer,Lung MRI (1148).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1148).png,484,264,RGBA,train,validate__Lung MRI (1148).png,..\dataset_split\train\cancer\validate__Lung MRI (1148).png
train,cancer,Lung MRI (20).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (20).png,440,270,RGBA,train,train__Lung MRI (20).png,..\dataset_split\train\cancer\train__Lung MRI (20).png
train,no_cancer,LUNG MRI-NC (1265).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1265).png,512,512,RGBA,train,train__LUNG MRI-NC (1265).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1265).png
validate,cancer,Lung MRI (864).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (864).png,426,288,RGBA,train,validate__Lung MRI (864).png,..\dataset_split\train\cancer\validate__Lung MRI (864).png
train,no_cancer,LUNG MRI-NC (841).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (841).png,512,512,RGBA,train,train__LUNG MRI-NC (841).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (841).png
train,no_cancer,LUNG MRI-NC (602).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (602).png,512,512,RGBA,train,train__LUNG MRI-NC (602).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (602).png
train,cancer,Lung MRI (550).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (550).png,348,230,RGBA,train,train__Lung MRI (550).png,..\dataset_split\train\cancer\train__Lung MRI (550).png
validate,cancer,Lung MRI (1036).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1036).png,375,261,RGBA,train,validate__Lung MRI (1036).png,..\dataset_split\train\cancer\validate__Lung MRI (1036).png
validate,no_cancer,LUNG MRI NC (261).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (261).png,512,512,RGBA,train,validate__LUNG MRI NC (261).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (261).png
train,no_cancer,LUNG MRI-NC (488).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (488).png,512,512,RGBA,train,train__LUNG MRI-NC (488).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (488).png
train,no_cancer,LUNG MRI-NC (44).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (44).png,512,512,RGBA,train,train__LUNG MRI-NC (44).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (44).png
train,no_cancer,LUNG MRI-NC (957).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (957).png,512,512,RGBA,train,train__LUNG MRI-NC (957).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (957).png
train,no_cancer,LUNG MRI-NC (336).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (336).png,512,512,RGBA,train,train__LUNG MRI-NC (336).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (336).png
train,cancer,Lung MRI (1028).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1028).png,512,512,RGBA,train,train__Lung MRI (1028).png,..\dataset_split\train\cancer\train__Lung MRI (1028).png
validate,no_cancer,LUNG MRI NC (379).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (379).png,512,512,RGBA,train,validate__LUNG MRI NC (379).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (379).png
train,no_cancer,LUNG MRI-NC (1153).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1153).png,512,512,RGBA,train,train__LUNG MRI-NC (1153).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1153).png
train,cancer,Lung MRI (151).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (151).png,432,302,RGBA,train,train__Lung MRI (151).png,..\dataset_split\train\cancer\train__Lung MRI (151).png
train,cancer,Lung MRI (786).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (786).png,512,512,RGBA,train,train__Lung MRI (786).png,..\dataset_split\train\cancer\train__Lung MRI (786).png
validate,cancer,Lung MRI (780).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (780).png,386,232,RGBA,train,validate__Lung MRI (780).png,..\dataset_split\train\cancer\validate__Lung MRI (780).png
validate,cancer,Lung MRI (1079).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1079).png,445,279,RGBA,train,validate__Lung MRI (1079).png,..\dataset_split\train\cancer\validate__Lung MRI (1079).png
validate,cancer,Lung MRI (1485).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1485).png,512,512,RGBA,train,validate__Lung MRI (1485).png,..\dataset_split\train\cancer\validate__Lung MRI (1485).png
train,cancer,Lung MRI (1081).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1081).png,512,512,RGBA,train,train__Lung MRI (1081).png,..\dataset_split\train\cancer\train__Lung MRI (1081).png
train,no_cancer,LUNG MRI-NC (24).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (24).png,512,512,RGBA,train,train__LUNG MRI-NC (24).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (24).png
train,cancer,Lung MRI (998).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (998).png,512,512,RGBA,train,train__Lung MRI (998).png,..\dataset_split\train\cancer\train__Lung MRI (998).png
validate,cancer,Lung MRI (1279).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1279).png,491,274,RGBA,train,validate__Lung MRI (1279).png,..\dataset_split\train\cancer\validate__Lung MRI (1279).png
validate,cancer,Lung MRI (1423).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1423).png,512,512,RGBA,train,validate__Lung MRI (1423).png,..\dataset_split\train\cancer\validate__Lung MRI (1423).png
train,cancer,Lung MRI (1120).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1120).png,265,190,RGB,train,train__Lung MRI (1120).png,..\dataset_split\train\cancer\train__Lung MRI (1120).png
train,no_cancer,LUNG MRI-NC (988).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (988).png,512,512,RGBA,train,train__LUNG MRI-NC (988).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (988).png
train,no_cancer,LUNG MRI-NC (1142).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1142).png,512,512,RGBA,train,train__LUNG MRI-NC (1142).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1142).png
train,no_cancer,LUNG MRI-NC (282).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (282).png,512,512,RGBA,train,train__LUNG MRI-NC (282).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (282).png
train,cancer,Lung MRI (956).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (956).png,512,512,RGBA,train,train__Lung MRI (956).png,..\dataset_split\train\cancer\train__Lung MRI (956).png
validate,no_cancer,LUNG MRI NC (91).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (91).png,668,517,RGBA,train,validate__LUNG MRI NC (91).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (91).png
train,no_cancer,LUNG MRI-NC (443).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (443).png,512,512,RGBA,train,train__LUNG MRI-NC (443).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (443).png
validate,cancer,Lung MRI (1023).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1023).png,446,274,RGBA,train,validate__Lung MRI (1023).png,..\dataset_split\train\cancer\validate__Lung MRI (1023).png
validate,cancer,Lung MRI (1015).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1015).png,354,230,RGBA,train,validate__Lung MRI (1015).png,..\dataset_split\train\cancer\validate__Lung MRI (1015).png
train,no_cancer,LUNG MRI-NC (1264).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1264).png,512,512,RGBA,train,train__LUNG MRI-NC (1264).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1264).png
train,no_cancer,LUNG MRI-NC (973).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (973).png,512,512,RGBA,train,train__LUNG MRI-NC (973).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (973).png
train,cancer,Lung MRI (835).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (835).png,512,512,RGBA,train,train__Lung MRI (835).png,..\dataset_split\train\cancer\train__Lung MRI (835).png
train,no_cancer,LUNG MRI-NC (270).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (270).png,512,512,RGBA,train,train__LUNG MRI-NC (270).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (270).png
train,cancer,Lung MRI (347).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (347).png,423,288,RGBA,train,train__Lung MRI (347).png,..\dataset_split\train\cancer\train__Lung MRI (347).png
train,no_cancer,LUNG MRI-NC (582).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (582).png,512,512,RGBA,train,train__LUNG MRI-NC (582).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (582).png
validate,cancer,Lung MRI (1260).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1260).png,485,331,RGBA,train,validate__Lung MRI (1260).png,..\dataset_split\train\cancer\validate__Lung MRI (1260).png
train,no_cancer,LUNG MRI-NC (355).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (355).png,512,512,RGBA,train,train__LUNG MRI-NC (355).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (355).png
train,cancer,Lung MRI (708).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (708).png,512,512,RGBA,train,train__Lung MRI (708).png,..\dataset_split\train\cancer\train__Lung MRI (708).png
train,cancer,Lung MRI (1024).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1024).png,512,512,RGBA,train,train__Lung MRI (1024).png,..\dataset_split\train\cancer\train__Lung MRI (1024).png
train,cancer,Lung MRI (575).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (575).png,402,314,RGBA,train,train__Lung MRI (575).png,..\dataset_split\train\cancer\train__Lung MRI (575).png
train,no_cancer,LUNG MRI-NC (176).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (176).png,512,512,RGBA,train,train__LUNG MRI-NC (176).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (176).png
validate,cancer,Lung MRI (1268).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1268).png,402,282,RGBA,train,validate__Lung MRI (1268).png,..\dataset_split\train\cancer\validate__Lung MRI (1268).png
validate,cancer,Lung MRI (988).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (988).png,332,238,RGBA,train,validate__Lung MRI (988).png,..\dataset_split\train\cancer\validate__Lung MRI (988).png
train,no_cancer,LUNG MRI-NC (840).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (840).png,512,512,RGBA,train,train__LUNG MRI-NC (840).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (840).png
train,cancer,Lung MRI (918).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (918).png,512,512,RGBA,train,train__Lung MRI (918).png,..\dataset_split\train\cancer\train__Lung MRI (918).png
train,cancer,Lung MRI (544).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (544).png,409,311,RGBA,train,train__Lung MRI (544).png,..\dataset_split\train\cancer\train__Lung MRI (544).png
train,no_cancer,LUNG MRI-NC (183).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (183).png,512,512,RGBA,train,train__LUNG MRI-NC (183).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (183).png
train,no_cancer,LUNG MRI-NC (768).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (768).png,512,512,RGBA,train,train__LUNG MRI-NC (768).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (768).png
train,no_cancer,LUNG MRI-NC (977).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (977).png,512,512,RGBA,train,train__LUNG MRI-NC (977).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (977).png
train,cancer,Lung MRI (562).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (562).png,411,350,RGBA,train,train__Lung MRI (562).png,..\dataset_split\train\cancer\train__Lung MRI (562).png
validate,no_cancer,LUNG MRI NC (80).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (80).png,619,481,RGBA,train,validate__LUNG MRI NC (80).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (80).png
train,cancer,Lung MRI (461).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (461).png,487,301,RGBA,train,train__Lung MRI (461).png,..\dataset_split\train\cancer\train__Lung MRI (461).png
train,no_cancer,LUNG MRI-NC (134).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (134).png,512,512,RGBA,train,train__LUNG MRI-NC (134).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (134).png
validate,cancer,Lung MRI (1229).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1229).png,431,331,RGBA,train,validate__Lung MRI (1229).png,..\dataset_split\train\cancer\validate__Lung MRI (1229).png
validate,cancer,Lung MRI (1261).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1261).png,501,273,RGBA,train,validate__Lung MRI (1261).png,..\dataset_split\train\cancer\validate__Lung MRI (1261).png
train,no_cancer,LUNG MRI-NC (897).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (897).png,512,512,RGBA,train,train__LUNG MRI-NC (897).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (897).png
train,no_cancer,LUNG MRI-NC (570).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (570).png,512,512,RGBA,train,train__LUNG MRI-NC (570).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (570).png
validate,cancer,Lung MRI (1457).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1457).png,512,512,RGBA,train,validate__Lung MRI (1457).png,..\dataset_split\train\cancer\validate__Lung MRI (1457).png
train,cancer,Lung MRI (247).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (247).png,416,308,RGBA,train,train__Lung MRI (247).png,..\dataset_split\train\cancer\train__Lung MRI (247).png
validate,no_cancer,LUNG MRI NC (304).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (304).png,512,512,RGBA,train,validate__LUNG MRI NC (304).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (304).png
train,cancer,Lung MRI (804).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (804).png,512,512,RGBA,train,train__Lung MRI (804).png,..\dataset_split\train\cancer\train__Lung MRI (804).png
train,no_cancer,LUNG MRI-NC (870).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (870).png,512,512,RGBA,train,train__LUNG MRI-NC (870).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (870).png
train,cancer,Lung MRI (535).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (535).png,438,309,RGBA,train,train__Lung MRI (535).png,..\dataset_split\train\cancer\train__Lung MRI (535).png
validate,no_cancer,LUNG MRI NC (309).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (309).png,512,512,RGBA,train,validate__LUNG MRI NC (309).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (309).png
validate,no_cancer,LUNG MRI NC (18).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (18).png,615,495,RGBA,train,validate__LUNG MRI NC (18).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (18).png
train,cancer,Lung MRI (381).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (381).png,431,245,RGBA,train,train__Lung MRI (381).png,..\dataset_split\train\cancer\train__Lung MRI (381).png
train,cancer,Lung MRI (828).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (828).png,512,512,RGBA,train,train__Lung MRI (828).png,..\dataset_split\train\cancer\train__Lung MRI (828).png
train,cancer,Lung MRI (1048).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1048).png,512,512,RGBA,train,train__Lung MRI (1048).png,..\dataset_split\train\cancer\train__Lung MRI (1048).png
validate,no_cancer,LUNG MRI NC (88).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (88).png,847,533,RGBA,train,validate__LUNG MRI NC (88).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (88).png
train,cancer,Lung MRI (701).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (701).png,512,512,RGBA,train,train__Lung MRI (701).png,..\dataset_split\train\cancer\train__Lung MRI (701).png
validate,cancer,Lung MRI (1001).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1001).png,416,272,RGBA,train,validate__Lung MRI (1001).png,..\dataset_split\train\cancer\validate__Lung MRI (1001).png
train,no_cancer,LUNG MRI-NC (1173).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1173).png,512,512,RGBA,train,train__LUNG MRI-NC (1173).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1173).png
validate,cancer,Lung MRI (1239).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1239).png,450,329,RGBA,train,validate__Lung MRI (1239).png,..\dataset_split\train\cancer\validate__Lung MRI (1239).png
train,cancer,Lung MRI (491).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (491).png,477,318,RGBA,train,train__Lung MRI (491).png,..\dataset_split\train\cancer\train__Lung MRI (491).png
validate,cancer,Lung MRI (782).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (782).png,438,302,RGBA,train,validate__Lung MRI (782).png,..\dataset_split\train\cancer\validate__Lung MRI (782).png
validate,no_cancer,LUNG MRI NC (95).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (95).png,279,210,RGBA,train,validate__LUNG MRI NC (95).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (95).png
validate,cancer,Lung MRI (1097).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1097).png,445,287,RGBA,train,validate__Lung MRI (1097).png,..\dataset_split\train\cancer\validate__Lung MRI (1097).png
validate,cancer,Lung MRI (1019).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1019).png,429,316,RGBA,train,validate__Lung MRI (1019).png,..\dataset_split\train\cancer\validate__Lung MRI (1019).png
train,cancer,Lung MRI (801).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (801).png,512,512,RGBA,train,train__Lung MRI (801).png,..\dataset_split\train\cancer\train__Lung MRI (801).png
train,cancer,Lung MRI (682).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (682).png,512,512,RGBA,train,train__Lung MRI (682).png,..\dataset_split\train\cancer\train__Lung MRI (682).png
validate,cancer,Lung MRI (816).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (816).png,440,274,RGBA,train,validate__Lung MRI (816).png,..\dataset_split\train\cancer\validate__Lung MRI (816).png
validate,cancer,Lung MRI (817).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (817).png,439,250,RGBA,train,validate__Lung MRI (817).png,..\dataset_split\train\cancer\validate__Lung MRI (817).png
validate,cancer,Lung MRI (1213).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1213).png,450,351,RGBA,train,validate__Lung MRI (1213).png,..\dataset_split\train\cancer\validate__Lung MRI (1213).png
validate,cancer,Lung MRI (913).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (913).png,421,294,RGBA,train,validate__Lung MRI (913).png,..\dataset_split\train\cancer\validate__Lung MRI (913).png
validate,cancer,Lung MRI (1233).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1233).png,384,302,RGBA,train,validate__Lung MRI (1233).png,..\dataset_split\train\cancer\validate__Lung MRI (1233).png
train,cancer,Lung MRI (266).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (266).png,421,256,RGBA,train,train__Lung MRI (266).png,..\dataset_split\train\cancer\train__Lung MRI (266).png
train,no_cancer,LUNG MRI-NC (1159).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1159).png,512,512,RGBA,train,train__LUNG MRI-NC (1159).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1159).png
train,cancer,Lung MRI (1032).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1032).png,512,512,RGBA,train,train__Lung MRI (1032).png,..\dataset_split\train\cancer\train__Lung MRI (1032).png
train,no_cancer,LUNG MRI-NC (907).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (907).png,512,512,RGBA,train,train__LUNG MRI-NC (907).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (907).png
train,cancer,Lung MRI (4).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (4).png,423,213,RGBA,train,train__Lung MRI (4).png,..\dataset_split\train\cancer\train__Lung MRI (4).png
validate,cancer,Lung MRI (1230).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1230).png,489,342,RGBA,train,validate__Lung MRI (1230).png,..\dataset_split\train\cancer\validate__Lung MRI (1230).png
train,cancer,Lung MRI (811).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (811).png,512,512,RGBA,train,train__Lung MRI (811).png,..\dataset_split\train\cancer\train__Lung MRI (811).png
train,cancer,Lung MRI (884).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (884).png,512,512,RGBA,train,train__Lung MRI (884).png,..\dataset_split\train\cancer\train__Lung MRI (884).png
