group_id,path,source_dataset,raw_folder,filename,canonical_label,subtype,is_labeled,is_synthetic_source,corrupt,width,height,aspect_ratio,phash,phash_int,ahash,md5,case_key,group_root,group_size,label_conflict,group_sources,cross_dataset_duplicate,split_group,split,fold
438,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (153).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (153).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,991b66ed6856213b,11032524882017919291,003c1e5cdb5b3c00,35fe7a4cae2010bb4528740bcdfd4083,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::153,1925,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::30,trainval,4
439,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (154).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (154).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,991a66ed6856343b,11032243407041213499,003c1e5cdb5b3c00,6265bf9a5e1db51f98208ca299665882,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::154,1926,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::30,trainval,4
440,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (155).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (155).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,991a66ed6c56303b,11032243407108321339,003c1e5cdb5b3c00,2af56273e445ba9b5d34f7deded968b5,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::155,1927,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::31,trainval,3
441,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (156).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (156).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,981a66ed69763433,10960185813022159923,003c1e1cdb5a3c00,c2c40dfba8db0c87c7e0dfdf0933c5a3,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::156,1928,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::31,trainval,3
442,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (157).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (157).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,91936e2e61399397,10489849102554731415,003c7e5e7e3c0000,16ffbe44d2eaf0fd6a9b106b22928e3a,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::157,1929,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::31,trainval,3
443,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (159).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (159).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,91936e2e61399b87,10489849102554733447,003c7e5e7e3c0000,19a54eda702c44e0bdcc0be22e0bfa29,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::159,1931,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::31,trainval,3
444,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (16).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (16).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,905767bc34d13b86,10400895922473089926,00003c5edfdfff00,eccae0dff32916e4c60d80269ef8505a,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::16,1932,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::3,trainval,4
445,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (160).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (160).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,91936e2e64399b87,10489849102605065095,003c7e5e7e3c0000,03203e57dffced896a957feb4ed61e2d,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::160,1933,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::32,trainval,1
446,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (161).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (161).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,91936e6e64319b87,10489849377482447751,003c7e7e7e3c0000,fda73f29df6ac6d4b6d7dd270c2009c7,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::161,1934,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::32,trainval,1
447,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (162).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (162).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,91916e6e65319b87,10489286427545803655,003c7e5e7e3c0000,49d5120a8bb7c045ee1a00c9542c7305,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::162,1935,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::32,trainval,1
448,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (164).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (164).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,91916e6e65319b96,10489286427545803670,003c7e5e7e3c0000,d9c8a62866ff99fb280251773fed4786,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::164,1937,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::32,trainval,1
449,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (165).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (165).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,91936e6e65319b86,10489849377499224966,003c7e7e7e3c0000,7abf4a9b78bd0d926555ad3a90669646,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::165,1938,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::33,trainval,3
450,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (166).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (166).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,91916e6e65319bc6,10489286427545803718,003c7e5e7e3c0000,ff51bee4586eb2df800e0ddb46aa2e59,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::166,1939,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::33,trainval,3
451,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (167).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (167).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,85c76e3cb1319ac6,9639794734359747270,00003c7e7f3c0000,842a5feca80210f236df07f1c7d86401,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::167,1940,16,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::33,trainval,3
452,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (17).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (17).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,903b6fe4b01bc3e4,10393023593085387748,00003c7e7e7e0800,c44dec2bc567e20cd8617e2cca23b5c0,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::17,1943,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::3,trainval,4
453,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (170).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (170).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,91d36e2e71319387,10507863501332124551,003c7e5a7e3c0000,ef76736ce03b05d085bb4628e02a232f,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::170,1944,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::34,trainval,1
454,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (171).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (171).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,91d36e2e64319397,10507863501114020759,003c7e5e7e3c0000,95db77099400a92418c1a4499a003ebd,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::171,1945,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::34,trainval,1
455,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (172).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (172).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,81466e38b1d1dece,9315254069042994894,00003c7e7f3c0000,eccc8601531c6cf98b48d20d9c12ac8e,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::172,1946,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::34,trainval,1
456,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (173).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (173).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,81466e3cb151dece,9315254086214475470,00003c7e7f3c0000,01a0b3aeaa202ef55dbf1695528754ab,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::173,1947,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::34,trainval,1
457,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (174).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (174).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,81466e3cb131dece,9315254086212378318,00003c7e7f3c0000,e0f3f1bfff46be70ca1c0a60d31d981d,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::174,1948,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::34,trainval,1
458,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (175).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (175).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,81c76e3cb1319ace,9351564358208035534,00003c7e7f3c0000,70dd5a59fd7a9cc6fe9856998ff55cf9,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::175,1949,12,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::35,trainval,4
459,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (178).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (178).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,85c76e2cb1319ace,9639794665640270542,00003c7e7f3c0000,09cb50cd61af3ea68609f36a39ffd6c8,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::178,1952,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::35,trainval,4
460,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (18).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (18).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,903b6fc4b01bc3e5,10393023455646434277,00003c7e7e7e0800,f1c1f3689b94a033831ccc774d7a5c17,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::18,1954,12,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::3,trainval,4
466,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (185).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (185).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,9d42662f19b47ac3,11331731964898343619,00007cda9b9bff3e,542b2bee29059bce84eb29b4dcd7144f,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::185,1960,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::37,trainval,0
467,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (186).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (186).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,9d62662f3bb078c2,11340739164723247298,00207e9f999bff3e,768504526b35805a6f974c471cf4f620,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::186,1961,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::37,trainval,0
468,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (187).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (187).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,9d62662f3bb470c2,11340739164723507394,00205e9f999bff3e,e23b97cec401efca4e67c4c12b8d60a2,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::187,1962,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::37,trainval,0
469,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (188).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (188).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,9d62666f3bbc30c0,11340739439601922240,00205e9f999bff3c,8320c3165d17e4b1f132cc8bb79b4266,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::188,1963,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::37,trainval,0
470,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (189).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (189).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,9d62666f3a9c78c0,11340739439583066304,00205e9f999bff1e,13e404dba9b8b70fb32214dfe5f8f8b8,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::189,1964,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::37,trainval,0
471,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (191).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (191).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,9d60666f3b943cc1,11340176489645882561,00205e9f999fff1c,2f5eb09745d6be2d997fbe9a236a6977,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::191,1967,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases|CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::38,trainval,0
